test_hours,seed,cash_profit,energy_market_cash_flow,modeled_degradation_cost,terminal_soc_mwh,inventory_adjusted_profit,annualized_adjusted_profit,equivalent_full_cycles,max_cash_drawdown,case,policy,selected_bins,oracle_efficiency_percent,mean_daily_cash_advantage_hour_minus_policy,daily_advantage_block_ci95_lower,daily_advantage_block_ci95_upper,daily_advantage_block_days,daily_advantage_bootstrap_replications
5256,1,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 1,Idle,20,-0.005011705399090041,12615.099324190589,11211.052272619501,14050.964763303033,7,5000
5256,1,4204723.987881931,5344654.357422015,1139930.3695400846,0.0,4194979.218813868,6991632.031356447,239.8,49537.090565563645,Synthetic seed 1,Perfect-foresight upper bound,20,100.0,-6585.513588512289,-7674.5029438862675,-5524.469525872229,7,5000
5256,2,2788741.836821721,3578840.872445168,790099.035623447,200.0,2788741.836821721,4647903.0613695355,167.2,23047.66748101404,Synthetic seed 2,Hour-aware finite-horizon MDP,16,66.20680232932558,0.0,0.0,0.0,7,5000
5256,2,2152660.8955089315,2607387.2251264816,454726.32961755036,200.0,2152660.8955089315,3587768.159181553,100.4,19461.807367598405,Synthetic seed 2,Price-only finite-horizon MDP,16,51.10576838243916,2904.4791840766657,2229.6643783779577,3547.439485529232,7,5000
5256,2,2943627.2984576565,3923502.5778931607,979875.2794355041,200.0,2943627.2984576565,4906045.497429428,199.2,27368.29100998491,Synthetic seed 2,Seasonal autoregressive 24-hour MPC,16,69.88389821780824,-707.2395508490188,-1531.7877845848734,233.64078509002954,7,5000
5256,2,2122362.4766543023,2600513.4596690554,478150.9830147531,100.0,2117443.934885782,3529073.2248096373,97.7,18447.38356115902,Synthetic seed 2,Training-quantile threshold,16,50.26969158256092,3042.8281286183496,2211.3806034248114,3868.7442241366343,7,5000
5256,2,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 2,Idle,16,-0.004991253739564864,12734.940990053521,11498.143093394288,14097.129593597101,7,5000
5256,2,4212168.1439166535,5384100.819000356,1171932.6750837017,200.0,4212168.1439166535,7020280.239861089,247.4,25920.508848351892,Synthetic seed 2,Perfect-foresight upper bound,16,100.0,-6499.663502716587,-7625.128538104355,-5495.578253361909,7,5000
5256,3,2841728.5636363393,3607955.873763592,766227.3101272521,100.0,2836779.638817702,4727966.064696169,161.3,23638.53969110176,Synthetic seed 3,Hour-aware finite-horizon MDP,20,61.92071382110194,0.0,0.0,0.0,7,5000
5256,3,2258880.064408405,2720289.3691007597,461409.30469235464,100.0,2253931.139589768,3756551.8993162797,101.5,18700.818015492434,Synthetic seed 3,Price-only finite-horizon MDP,20,49.19840200389177,2661.4086722736747,2102.8991028412925,3221.22154928965,7,5000
5256,3,3301079.23511405,4284737.573885204,983658.3387711545,100.0,3296130.310295413,5493550.517159021,197.9,30969.354268657044,Synthetic seed 3,Seasonal autoregressive 24-hour MPC,20,71.94733734972992,-2097.4916505831507,-2975.1808800034837,-1269.7313715085238,7,5000
5256,3,2297723.6272964785,2807981.8624115856,510258.23511510686,0.0,2287825.777659204,3813042.9627653393,103.2,18356.903504200513,Synthetic seed 3,Training-quantile threshold,20,49.938248044538796,2484.0408052048465,1851.296789899804,3123.306472594704,7,5000
5256,3,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 3,Idle,20,-0.004589080764544026,12976.889514321185,11602.253898956711,14347.012012083453,7,5000
5256,3,4586258.576728621,5758934.712408958,1172676.135680338,100.0,4581309.651909983,7635516.086516638,248.1,58962.927139005624,Synthetic seed 3,Perfect-foresight upper bound,20,100.0,-7965.890470741008,-9166.894887297824,-6817.944947671229,7,5000
5256,4,2588545.003747044,3372978.0574741242,784433.0537270803,200.0,2588545.003747044,4314241.672911741,165.6,22215.870838400093,Synthetic seed 4,Hour-aware finite-horizon MDP,24,61.39623842655606,0.0,0.0,0.0,7,5000
5256,4,2189755.3849393465,2745779.7718543876,556024.3869150414,200.0,2189755.3849393465,3649592.308232244,117.4,19130.36341662053,Synthetic seed 4,Price-only finite-horizon MDP,24,51.93757246443804,1820.9571635054706,1295.9810581461177,2297.8256576362205,7,5000
5256,4,2912690.146544558,3889809.1587330853,977119.012188527,200.0,2912690.146544558,4854483.577574263,196.0,28010.80720217107,Synthetic seed 4,Seasonal autoregressive 24-hour MPC,24,69.08445417833867,-1480.1148072945841,-2359.0667950415345,-646.3830838363621,7,5000
5256,4,2101016.7140795332,2598691.4828980435,497674.7688185101,0.0,2091373.1543445205,3485621.923907534,101.4,17779.308750474593,Synthetic seed 4,Training-quantile threshold,24,49.604099846502976,2226.1565738242502,1533.5373324254192,2903.1421315581965,7,5000
5256,4,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 4,Idle,24,-0.004986563937700238,11820.800199758194,10622.361949860675,13067.227304135538,7,5000
5256,4,4216129.636090876,5364386.745565118,1148257.1094742427,200.0,4216129.636090876,7026882.726818126,241.6,26833.51266876515,Synthetic seed 4,Perfect-foresight upper bound,24,100.0,-7431.893298373662,-8552.756381112804,-6357.511557880118,7,5000
5256,5,2603143.0279227183,3346651.2873342666,743508.2594115485,0.0,2593380.495830726,4322300.8263845425,156.6,23681.514621008188,Synthetic seed 5,Hour-aware finite-horizon MDP,20,58.962606335981185,0.0,0.0,0.0,7,5000
5256,5,2132916.644509952,2636928.4479677053,504011.8034577534,0.0,2123154.1124179596,3538590.187363266,108.4,19995.384767617565,Synthetic seed 5,Price-only finite-horizon MDP,20,48.271628603044306,2147.1524356747304,1572.5844315165823,2693.9255125143663,7,5000
5256,5,3063197.410434456,4015651.963890823,952454.553456367,0.0,3053434.8783424636,5089058.130570772,194.0,28153.19958944805,Synthetic seed 5,Seasonal autoregressive 24-hour MPC,20,69.42231538862188,-2100.7049429759722,-2752.026769886302,-1454.7820100220474,7,5000
5256,5,2084096.8948851873,2559063.91115871,474967.0162735227,0.0,2074334.3627931946,3457223.937988658,96.0,18794.781027772697,Synthetic seed 5,Training-quantile threshold,20,47.1616720489737,2370.073666838041,1680.7719887820429,3065.5609851097474,7,5000
5256,5,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 5,Idle,20,-0.004779976704539003,11887.457844395973,10410.551573387917,13569.6087936749,7,5000
5256,5,4408110.327393145,5575905.32252696,1167794.9951338144,0.0,4398347.795301152,7330579.658835255,246.6,35861.837959662545,Synthetic seed 5,Perfect-foresight upper bound,20,100.0,-8241.859814933456,-9335.89245772254,-7204.2187534463865,7,5000
5256,6,2647168.776147153,3439630.8681109026,792462.0919637491,200.0,2647168.776147153,4411947.960245255,164.2,20695.85756320774,Synthetic seed 6,Hour-aware finite-horizon MDP,20,60.12958779738237,0.0,0.0,0.0,7,5000
5256,6,2354311.9437512993,2927580.4266123087,573268.4828610092,100.0,2349437.3299464257,3915728.8832440428,121.3,19352.13118580298,Synthetic seed 6,Price-only finite-horizon MDP,20,53.36671370500033,1337.2458100267306,687.987322249913,1924.0514013368547,7,5000
5256,6,2957060.704893497,3935274.6171213076,978213.9122278112,100.0,2952186.0910886233,4920310.151814372,195.5,29295.662142028566,Synthetic seed 6,Seasonal autoregressive 24-hour MPC,20,67.05795805611174,-1415.0316381111552,-2208.132968534137,-603.973742483632,7,5000
5256,6,2287658.411883792,2829458.421443127,541800.009559335,0.0,2277909.1842740453,3796515.3071234087,108.2,18349.2579798231,Synthetic seed 6,Training-quantile threshold,20,51.74197486932577,1641.5998368190014,918.7496492605551,2360.2705110636794,7,5000
5256,6,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 6,Idle,20,-0.004775534016732043,12088.48865820618,10716.748317423933,13492.448001028857,7,5000
5256,6,4407314.199898947,5557221.990613337,1149907.7907143894,100.0,4402439.586094074,7337399.310156791,241.7,56278.65456920944,Synthetic seed 6,Perfect-foresight upper bound,20,100.0,-8037.193715761616,-9324.891412741781,-6809.3980580279895,7,5000
5256,7,2811089.028038027,3636111.6926417947,825022.6646037673,300.0,2815944.330440573,4693240.550734288,169.3,21076.163098624675,Synthetic seed 7,Hour-aware finite-horizon MDP,20,65.33641788154202,0.0,0.0,0.0,7,5000
5256,7,2274128.836282747,2798548.1136970865,524419.2774143401,400.0,2283839.4410878383,3806399.0684797303,113.4,18029.185564230662,Synthetic seed 7,Price-only finite-horizon MDP,20,52.99035442008055,2451.87302171361,1900.786028024165,3000.5359269301584,7,5000
5256,7,3032402.4941140134,4031077.480458594,998674.9863445804,300.0,3037257.796516559,5062096.3275275985,199.3,29725.46532072546,Synthetic seed 7,Seasonal autoregressive 24-hour MPC,20,70.47140188887528,-1010.5637720364658,-1739.33770883481,-321.57175776644357,7,5000
5256,7,2246351.880589842,2780269.5872838786,533917.7066940375,0.0,2236641.2757847505,3727735.4596412503,107.6,18420.664942052914,Synthetic seed 7,Training-quantile threshold,20,51.89524788045582,2578.7084358364646,1933.5593104765287,3298.000265565664,7,5000
5256,7,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 7,Idle,20,-0.00487805399663787,12836.982959077748,11437.890509078932,14343.545352536774,7,5000
5256,7,4305060.088958535,5456962.947389817,1151902.8584312815,300.0,4309915.391361081,7183192.318935134,242.7,29715.46532072546,Synthetic seed 7,Perfect-foresight upper bound,20,100.0,-6821.785666303689,-7879.654781613888,-5831.024892129642,7,5000
5256,8,3188927.5174887977,4009923.8885555295,820996.3710667318,0.0,3179198.6421507746,5298664.403584624,170.8,21330.028109088074,Synthetic seed 8,Hour-aware finite-horizon MDP,16,69.79205542202448,0.0,0.0,0.0,7,5000
5256,8,2607609.4716145094,3101736.778824068,494127.3072095583,0.0,2597880.5962764863,4329800.993794143,108.0,18259.178203082876,Synthetic seed 8,Price-only finite-horizon MDP,16,57.030543531080106,2654.4203007958376,2179.341561124733,3136.9021800759688,7,5000
5256,8,3409447.9061605213,4411765.825353776,1002317.919193255,0.0,3399719.0308224983,5666198.384704164,201.6,29506.660475087352,Synthetic seed 8,Seasonal autoregressive 24-hour MPC,16,74.63307761667771,-1006.9424140261337,-1647.1101128719336,-330.0210129178246,7,5000
5256,8,2680907.519118593,3231220.978441907,550313.4593233141,0.0,2671178.64378057,4451964.40630095,113.0,18178.52377708396,Synthetic seed 8,Training-quantile threshold,16,58.63963499391188,2319.726019955272,1687.236925542003,2953.8549970375498,7,5000
5256,8,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 8,Idle,16,-0.004615339707744673,14562.272865245655,13236.523080328989,15979.184881861469,7,5000
5256,8,4564973.197813595,5736558.701373249,1171585.5035596539,0.0,4555244.322475572,7592073.87079262,243.4,34376.95726681687,Synthetic seed 8,Perfect-foresight upper bound,16,100.0,-6283.313608789028,-7249.625682929173,-5344.510487644583,7,5000
5256,9,2720431.670691295,3530779.8615081785,810348.1908168832,0.0,2710814.7400742527,4518024.5667904215,168.2,22631.291863045743,Synthetic seed 9,Hour-aware finite-horizon MDP,24,64.32144808577817,0.0,0.0,0.0,7,5000
5256,9,2199163.9207951343,2749955.3162902007,550791.3954950668,0.0,2189546.990178092,3649244.9836301534,117.2,19516.318936864613,Synthetic seed 9,Price-only finite-horizon MDP,24,51.95295384008955,2380.21803605553,1813.4271209623153,2917.939881290676,7,5000
5256,9,3039322.0703881234,4037635.1076335385,998313.037245415,0.0,3029705.139771081,5049508.566285135,199.6,28510.618061621673,Synthetic seed 9,Seasonal autoregressive 24-hour MPC,24,71.88798960775277,-1456.1205465608573,-2098.897561348287,-757.4415552177645,7,5000
5256,9,2087706.6230949606,2603003.8993913587,515297.27629639785,0.0,2078089.6924779182,3463482.82079653,103.4,18288.970653617056,Synthetic seed 9,Training-quantile threshold,24,49.30832649546826,2889.1554684764137,2168.3815370985526,3621.3020185408277,7,5000
5256,9,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 9,Idle,24,-0.004988515462028064,12423.022423247923,11210.07812155861,13739.827741821104,7,5000
5256,9,4224097.2023596,5386278.483815739,1162181.2814561399,0.0,4214480.271742558,7024133.7862375965,244.0,50320.8218468111,Synthetic seed 9,Perfect-foresight upper bound,24,100.0,-6866.052656019656,-7962.460811740465,-5863.961543328459,7,5000
5256,10,2367378.034190198,3145371.9658756955,777993.931685498,300.0,2372252.7810588884,3953754.635098147,164.3,24361.69399983459,Synthetic seed 10,Hour-aware finite-horizon MDP,20,58.325195462335174,0.0,0.0,0.0,7,5000
5256,10,1986312.4330203745,2525246.214545439,538933.7815250643,200.0,1986312.4330203745,3310520.721700624,116.0,19334.99416252342,Synthetic seed 10,Price-only finite-horizon MDP,20,48.83630523281237,1740.0255761179155,1241.0249901090033,2220.114406686437,7,5000
5256,10,2815051.642300763,3783778.1589034414,968726.516602678,200.0,2815051.642300763,4691752.737167939,197.6,26708.47308720462,Synthetic seed 10,Seasonal autoregressive 24-hour MPC,20,69.21203279208375,-2044.1717265322604,-2730.2964040987335,-1407.0293221212496,7,5000
5256,10,1853816.3833842077,2337551.978379777,483735.5949955692,200.0,1853816.3833842077,3089693.972307013,99.0,18442.63534955471,Synthetic seed 10,Training-quantile threshold,20,45.57870214147265,2345.0303689771245,1620.8959977768172,3040.762132043377,7,5000
5256,10,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 10,Idle,20,-0.0051690482531662986,10810.905361599076,9657.805793085352,12062.188086470616,7,5000
5256,10,4067286.4655735698,5219382.579445275,1152096.1138717046,200.0,4067286.4655735698,6778810.775955949,241.0,25564.166524800472,Synthetic seed 10,Perfect-foresight upper bound,20,100.0,-7762.138956088458,-9002.880982785426,-6558.0982487996325,7,5000
5256,11,2796392.3081693556,3581782.3769865744,785390.0688172195,200.0,2796392.3081693556,4660653.846948926,164.4,23086.163160487078,Synthetic seed 11,Hour-aware finite-horizon MDP,20,62.032468043891875,0.0,0.0,0.0,7,5000
5256,11,2360831.852247825,2910069.3905771608,549237.5383293354,200.0,2360831.852247825,3934719.7537463745,117.0,19091.289708849043,Synthetic seed 11,Price-only finite-horizon MDP,20,52.37041526817705,1988.860529322058,1515.7653207312114,2420.82606707496,7,5000
5256,11,3253713.8107354953,4245924.825111922,992211.0143764263,200.0,3253713.8107354953,5422856.351225825,200.2,32689.157737618312,Synthetic seed 11,Seasonal autoregressive 24-hour MPC,20,72.17724687583272,-2088.2260391147925,-2761.548972447474,-1433.2426169764324,7,5000
5256,11,2365917.280204865,2888135.23347668,522217.9532718145,0.0,2356137.0245219576,3926895.040869929,105.6,18143.77696053413,Synthetic seed 11,Training-quantile threshold,20,52.26626974109001,1965.63939709813,1359.7743048960806,2550.8057350400272,7,5000
5256,11,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 11,Idle,20,-0.004663761248179627,12769.87464917514,11536.288755169515,13986.388391878249,7,5000
5256,11,4507949.459935613,5681377.290095419,1173427.830159806,200.0,4507949.459935613,7513249.099892689,245.4,31105.65163995512,Synthetic seed 11,Perfect-foresight upper bound,20,100.0,-7815.329460119899,-9117.480889792983,-6591.2065785013065,7,5000
5256,12,2793381.77756661,3606735.5090512163,813353.7314846059,0.0,2783690.8377371794,4639484.729561965,170.8,22096.88050470315,Synthetic seed 12,Hour-aware finite-horizon MDP,20,65.6070747924612,0.0,0.0,0.0,7,5000
5256,12,2249890.109678469,2807936.0699173184,558045.9602388488,0.0,2240199.1698490386,3733665.2830817313,120.6,20552.914579788456,Synthetic seed 12,Price-only finite-horizon MDP,20,52.797858330333646,2481.6971136444786,1901.6778621001395,3083.318636567659,7,5000
5256,12,3053019.675728292,4070849.3187022666,1017829.642973974,0.0,3043328.7358988617,5072214.559831437,203.6,27989.219107372453,Synthetic seed 12,Seasonal autoregressive 24-hour MPC,20,71.72631862971782,-1185.5611788204676,-1849.3757855358203,-559.0800598559033,7,5000
5256,12,2161399.4716088464,2673393.0953984773,511993.6237896311,0.0,2151708.531779416,3586180.8862990267,104.0,18461.478734448872,Synthetic seed 12,Training-quantile threshold,20,50.71227762159889,2885.7639541450408,2153.165781005556,3639.127693757798,7,5000
5256,12,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 12,Idle,20,-0.004955015556102253,12756.127934094111,11520.75599444947,14123.41231038057,7,5000
5256,12,4252664.501054337,5423583.76146999,1170919.2604156523,0.0,4242973.561224907,7071622.602041512,245.8,29109.193426272366,Synthetic seed 12,Perfect-foresight upper bound,20,100.0,-6663.391431450811,-7717.582879711323,-5697.874279725955,7,5000
5256,13,2740833.3154780115,3542514.4165314063,801681.1010533945,500.0,2755574.6738442765,4592624.456407128,167.1,22825.47143505444,Synthetic seed 13,Hour-aware finite-horizon MDP,16,63.733030540995564,0.0,0.0,0.0,7,5000
5256,13,2373450.985979665,2884002.4350623703,510551.44908270537,500.0,2388192.34434593,3980320.573909884,110.5,19356.48365151242,Synthetic seed 13,Price-only finite-horizon MDP,16,55.23593211416359,1677.544883554095,1036.4438141539333,2330.473407133364,7,5000
5256,13,2972276.529069083,3928295.393064781,956018.863995698,400.0,2982104.1013132595,4970173.502188766,194.2,29330.78637015866,Synthetic seed 13,Seasonal autoregressive 24-hour MPC,16,68.97237573325393,-1056.8183268998687,-1731.04856860683,-452.5839881059365,7,5000
5256,13,2365058.3637182335,2894316.560585607,529258.1968673732,400.0,2374885.93596241,3958143.226604017,109.0,18263.017264290713,Synthetic seed 13,Training-quantile threshold,16,54.928171362859146,1715.8673596336887,987.8058294037538,2503.6316090308974,7,5000
5256,13,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 13,Idle,16,-0.004862590902770113,12516.180618621056,11137.300725842644,13815.430879419164,7,5000
5256,13,4313793.3986302335,5492504.641050028,1178711.2424197937,400.0,4323620.97087441,7206034.9514573505,247.0,28723.422347503714,Synthetic seed 13,Perfect-foresight upper bound,16,100.0,-7182.466133115169,-8409.129225064806,-6045.279978315216,7,5000
5256,14,2682256.6026937915,3475559.0188932023,793302.4161994108,100.0,2677390.943420791,4462318.239034652,165.5,21924.609389155754,Synthetic seed 14,Hour-aware finite-horizon MDP,20,63.020818257390246,0.0,0.0,0.0,7,5000
5256,14,2213921.780806254,2754835.8016688405,540914.0208625863,100.0,2209056.1215332537,3681760.2025554227,115.7,19835.84778630687,Synthetic seed 14,Price-only finite-horizon MDP,20,51.99708495975243,2138.515168436245,1599.464372739533,2649.47325871657,7,5000
5256,14,3065119.1536412397,4088957.192625818,1023838.0389845778,100.0,3060253.4943682393,5100422.490613732,205.3,27062.543033160735,Synthetic seed 14,Seasonal autoregressive 24-hour MPC,20,72.03269278401137,-1748.230826244057,-2447.1100198931845,-998.8008998918651,7,5000
5256,14,2135733.3454411314,2645270.671531941,509537.3260908099,0.0,2126002.0268951305,3543336.7114918847,103.8,17406.17304876959,Synthetic seed 14,Training-quantile threshold,20,50.04214557498189,2495.53998745507,1862.1875658972926,3172.787806724461,7,5000
5256,14,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 14,Idle,20,-0.004948659762591632,12248.707044263887,11072.647965765309,13448.572553881526,7,5000
5256,14,4253288.668453498,5446100.560671051,1192811.8922175525,100.0,4248423.009180497,7080705.015300829,249.5,28245.36746514775,Synthetic seed 14,Perfect-foresight upper bound,20,100.0,-7173.662400729256,-8481.77726193779,-5928.365245241526,7,5000
5256,15,2734344.755895666,3533198.256022699,798853.5001270333,300.0,2739163.353236537,4565272.255394228,164.3,22026.47138010664,Synthetic seed 15,Hour-aware finite-horizon MDP,20,60.660184734910295,0.0,0.0,0.0,7,5000
5256,15,2307998.325291047,2842396.7848138018,534398.4595227549,300.0,2312816.922631918,3854694.8710531965,111.9,18800.015790572506,Synthetic seed 15,Price-only finite-horizon MDP,20,51.21852321042052,1946.7873543589908,1507.6400024699572,2386.5634015717073,7,5000
5256,15,3057391.1826964673,4039692.08006658,982300.8973701128,300.0,3062209.7800373384,5103682.966728897,197.3,30032.521200974006,Synthetic seed 15,Seasonal autoregressive 24-hour MPC,20,67.81421441500768,-1475.0978392730658,-2231.716272915268,-737.0455750982343,7,5000
5256,15,2249796.789135045,2785458.859527787,535662.0703927422,200.0,2249796.789135045,3749661.315225075,107.4,17857.25291319331,Synthetic seed 15,Training-quantile threshold,20,49.82290986175985,2212.5477934274923,1482.0661392249615,3001.4644679209614,7,5000
5256,15,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 15,Idle,20,-0.004655873197047057,12486.552492674273,11143.800008600427,14002.959961938368,7,5000
5256,15,4510768.299083684,5701321.345081588,1190553.0459979037,300.0,4515586.896424554,7525978.16070759,246.9,29126.753258406185,Synthetic seed 15,Perfect-foresight upper bound,20,100.0,-8111.523028255792,-9536.186278718527,-6744.9201580476265,7,5000
5256,16,2847267.6455104663,3622059.270060175,774791.6245497086,400.0,2856974.2715406786,4761623.78590113,165.2,21741.687155622058,Synthetic seed 16,Hour-aware finite-horizon MDP,16,63.44816058865224,0.0,0.0,0.0,7,5000
5256,16,2346017.1448204042,2825113.6924886396,479096.5476682355,400.0,2355723.7708506165,3926206.284751028,107.2,19746.997751212795,Synthetic seed 16,Price-only finite-horizon MDP,16,52.31630596198289,2288.8150716441187,1675.3760334603871,2858.5372983259213,7,5000
5256,16,3160747.8800846925,4152745.6626821263,991997.7825974333,400.0,3170454.506114905,5284090.843524842,200.4,28581.891423313413,Synthetic seed 16,Seasonal autoregressive 24-hour MPC,16,70.40998186326524,-1431.416596229344,-2285.0090825480274,-616.9159967638699,7,5000
5256,16,2269839.7901384705,2777618.654250806,507778.8641123355,300.0,2274693.1031535766,3791155.171922628,104.5,18803.319484754,Synthetic seed 16,Training-quantile threshold,16,50.51676339421766,2636.656873844728,1951.603716737274,3333.130852883729,7,5000
5256,16,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 16,Idle,16,-0.004669044945569196,13002.182125618567,11654.846825185059,14426.276686491155,7,5000
5256,16,4493141.439279424,5665410.372637394,1172268.9333579694,400.0,4502848.065309636,7504746.77551606,248.2,26408.17595417425,Synthetic seed 16,Perfect-foresight upper bound,16,100.0,-7515.405450999807,-8671.46310209004,-6428.726053293204,7,5000
5256,17,2811655.5597246215,3587493.6791363796,775838.1194117586,400.0,2821351.590128159,4702252.650213598,162.2,22813.50532452378,Synthetic seed 17,Hour-aware finite-horizon MDP,20,62.79129889986283,0.0,0.0,0.0,7,5000
5256,17,2301380.5463780104,2783179.426426367,481798.8800483565,500.0,2315924.591983317,3859874.319972195,104.1,19017.97287435917,Synthetic seed 17,Price-only finite-horizon MDP,20,51.54264140406608,2330.022891993657,1784.285623879072,2869.58491079908,7,5000
5256,17,2975616.074402608,3918702.014373703,943085.9399710945,300.0,2980464.089604377,4967440.149340628,189.9,28673.259481443092,Synthetic seed 17,Seasonal autoregressive 24-hour MPC,20,66.33246709324692,-748.6781492145508,-1438.5924675873528,-50.48270136732751,7,5000
5256,17,2279306.559393619,2785413.1381226717,506106.5787290521,100.0,2274458.5441918503,3790764.2403197507,102.7,18340.45987265787,Synthetic seed 17,Training-quantile threshold,20,50.61978336319649,2430.817353109597,1666.702315480145,3257.116828192584,7,5000
5256,17,-210.2399999999999,0.0,210.2399999999999,200.0,-210.2399999999999,-350.3999999999998,0.0,210.23999999999245,Synthetic seed 17,Idle,20,-0.0046790491220229284,12839.569861756263,11385.327171174813,14281.463319558161,7,5000
5256,17,4488372.605425212,5653258.284864559,1164885.6794393477,300.0,4493220.62062698,7488701.034378301,245.7,34206.89249996422,Synthetic seed 17,Perfect-foresight upper bound,20,100.0,-7656.242217810914,-9125.630528356332,-6306.726998404186,7,5000
5256,18,2746143.8411843022,3553106.1357082953,806962.2945239927,0.0,2736381.8098635604,4560636.3497726,168.4,24673.101381632965,Synthetic seed 18,Hour-aware finite-horizon MDP,20,66.12177251618358,0.0,0.0,0.0,7,5000
5256,18,2337087.351832214,2850466.3834898695,513379.03165765584,0.0,2327325.320511472,3878875.5341857863,110.4,18713.915447131614,Synthetic seed 18,Price-only finite-horizon MDP,20,56.23735505743864,1867.8378509227803,1351.824174937696,2377.0930371103245,7,5000
