test_hours,seed,cash_profit,terminal_soc_mwh,inventory_adjusted_profit,annualized_adjusted_profit,equivalent_full_cycles,max_cash_drawdown,case,policy,selected_bins,oracle_efficiency_percent
5256,4,2091691.4828980435,0.0,2082047.9231630308,3470079.8719383846,101.4,19637.78875047434,Synthetic seed 4,Training-quantile threshold,12,49.72405257735906
5256,4,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 4,Idle,12,0.0
5256,4,4192026.593722629,100.0,4187204.8138551223,6978674.689758537,231.1,28710.643741280306,Synthetic seed 4,Perfect-foresight upper bound,12,100.0
5256,5,2861495.671839919,0.0,2851733.1397479265,4752888.566246544,181.8,26119.04671134567,Synthetic seed 5,Hour-aware finite-horizon MDP,12,65.37112120349124
5256,5,2013424.4561999456,0.0,2003661.924107953,3339436.540179922,78.8,17425.758607398253,Synthetic seed 5,Price-only finite-horizon MDP,12,45.9305341955171
5256,5,2588282.7143534673,0.0,2578520.182261475,4297533.637102458,163.2,26760.297401795397,Synthetic seed 5,Seasonal 24-hour MPC,12,59.10817986817757
5256,5,2079063.9111587098,0.0,2069301.379066717,3448835.631777862,96.0,20651.58102777251,Synthetic seed 5,Training-quantile threshold,12,47.43520681233136
5256,5,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 5,Idle,12,0.0
5256,5,4372137.059631266,0.0,4362374.527539273,7270624.212565454,235.2,37150.0239498727,Synthetic seed 5,Perfect-foresight upper bound,12,100.0
5256,6,2927376.539293168,0.0,2917627.3116834215,4862712.186139036,183.0,25161.823569299188,Synthetic seed 6,Hour-aware finite-horizon MDP,12,66.76828571781604
5256,6,2123513.183777335,100.0,2118638.5699724616,3531064.283287436,88.7,19061.65109561407,Synthetic seed 6,Price-only finite-horizon MDP,12,48.48387071448399
5256,6,2743465.718353267,0.0,2733716.49074352,4556194.1512392005,170.6,25283.62753692502,Synthetic seed 6,Seasonal 24-hour MPC,12,62.55958840067021
5256,6,2288458.421443127,0.0,2278709.1938333805,3797848.6563889673,108.2,20210.457979823055,Synthetic seed 6,Training-quantile threshold,12,52.14699832032214
5256,6,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 6,Idle,12,0.0
5256,6,4379529.4014099855,0.0,4369780.173800238,7282966.956333731,232.2,58150.85456920939,Synthetic seed 6,Perfect-foresight upper bound,12,100.0
5256,7,2986075.5312120756,0.0,2976364.926406984,4960608.210678306,187.6,25164.451482695993,Synthetic seed 7,Hour-aware finite-horizon MDP,12,69.50955644391986
5256,7,2158570.2841639873,0.0,2148859.679358896,3581432.7989314934,94.4,17768.004030222073,Synthetic seed 7,Price-only finite-horizon MDP,12,50.18412958950336
5256,7,2837810.4131456846,0.0,2828099.8083405932,4713499.680567656,180.0,26695.909878285136,Synthetic seed 7,Seasonal 24-hour MPC,12,66.0469962916131
5256,7,2242269.5872838795,0.0,2232558.982478788,3720931.6374646467,107.6,20279.064942052355,Synthetic seed 7,Training-quantile threshold,12,52.13882989621345
5256,7,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 7,Idle,12,0.0
5256,7,4291661.287094811,0.0,4281950.68228972,7136584.470482865,231.2,29813.93713517906,Synthetic seed 7,Perfect-foresight upper bound,12,100.0
5256,8,3362240.150634528,0.0,3352511.275296505,5587518.792160842,192.8,26489.75725622382,Synthetic seed 8,Hour-aware finite-horizon MDP,12,73.95930671733069
5256,8,2431532.8966558003,0.0,2421804.021317777,4036340.035529629,94.6,19168.361343389144,Synthetic seed 8,Price-only finite-horizon MDP,12,53.427097394643354
5256,8,3181585.707996291,0.0,3171856.832658268,5286428.054430447,179.0,28165.633721873863,Synthetic seed 8,Seasonal 24-hour MPC,12,69.97391301220495
5256,8,2666220.978441907,0.0,2656492.103103884,4427486.838506473,113.0,19985.323777083773,Synthetic seed 8,Training-quantile threshold,12,58.60452004840774
5256,8,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 8,Idle,12,0.0
5256,8,4542642.208489805,0.0,4532913.333151783,7554855.555252971,234.0,35501.157266817056,Synthetic seed 8,Perfect-foresight upper bound,12,100.0
5256,9,3022764.4630068457,0.0,3013147.5323898033,5021912.553983006,191.8,25529.889783415565,Synthetic seed 9,Hour-aware finite-horizon MDP,12,72.0486312618659
5256,9,1957467.2381959786,0.0,1947850.3075789362,3246417.179298227,87.0,19624.779291690327,Synthetic seed 9,Price-only finite-horizon MDP,12,46.575863629471776
5256,9,2816161.63423219,0.0,2806544.7036151476,4677574.506025246,180.2,24531.224348987453,Synthetic seed 9,Seasonal 24-hour MPC,12,67.10846458631067
5256,9,2086003.8993913587,0.0,2076386.9687743164,3460644.9479571944,103.4,20149.050653616898,Synthetic seed 9,Training-quantile threshold,12,49.64935751138345
5256,9,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 9,Idle,12,0.0
5256,9,4191719.3239828553,0.0,4182102.393365813,6970170.655609689,234.6,37847.20426457189,Synthetic seed 9,Perfect-foresight upper bound,12,100.0
5256,10,2637234.3358521154,200.0,2637234.3358521154,4395390.559753525,184.0,26377.359946541023,Synthetic seed 10,Hour-aware finite-horizon MDP,12,65.23502743914938
5256,10,1815151.869437994,200.0,1815151.869437994,3025253.11572999,85.6,18734.26699096756,Synthetic seed 10,Price-only finite-horizon MDP,12,44.89987120190855
5256,10,2440406.5494745863,200.0,2440406.5494745863,4067344.249124311,171.4,26377.359946541023,Synthetic seed 10,Seasonal 24-hour MPC,12,60.36626554318521
5256,10,1842551.9783797772,200.0,1842551.9783797772,3070919.963966295,99.0,20308.83534955443,Synthetic seed 10,Training-quantile threshold,12,45.57764444122722
5256,10,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 10,Idle,12,0.0
5256,10,4042666.0942422426,200.0,4042666.0942422426,6737776.823737071,231.8,28226.999645763543,Synthetic seed 10,Perfect-foresight upper bound,12,100.0
5256,11,3184303.9538193266,100.0,3179413.825977873,5299023.043296455,186.7,26557.01328693796,Synthetic seed 11,Hour-aware finite-horizon MDP,12,70.9324977585841
5256,11,2202156.834539639,100.0,2197266.7066981853,3662111.1778303087,87.7,18803.364802418815,Synthetic seed 11,Price-only finite-horizon MDP,12,49.020864938820694
5256,11,2881832.6196247065,0.0,2872052.363941799,4786753.939902998,173.2,27263.397522413172,Synthetic seed 11,Seasonal 24-hour MPC,12,64.07528526274189
5256,11,2360135.23347668,0.0,2350354.9777937722,3917258.296322954,105.6,19951.416960534203,Synthetic seed 11,Training-quantile threshold,12,52.436253447742914
5256,11,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 11,Idle,12,0.0
5256,11,4487199.261799883,100.0,4482309.133958429,7470515.223264048,236.5,37221.54737960454,Synthetic seed 11,Perfect-foresight upper bound,12,100.0
5256,12,3086081.984049063,0.0,3076391.0442196326,5127318.407032722,194.0,24251.942381542176,Synthetic seed 12,Hour-aware finite-horizon MDP,12,73.02340437423537
5256,12,2065655.4798935626,200.0,2065655.4798935626,3442759.1331559373,84.6,19459.10805631266,Synthetic seed 12,Price-only finite-horizon MDP,12,49.03186663787266
5256,12,2889159.6703779986,0.0,2879468.730548568,4799114.55091428,182.2,25429.736344581703,Synthetic seed 12,Seasonal 24-hour MPC,12,68.34911637416747
5256,12,2153393.0953984773,0.0,2143702.1555690467,3572836.9259484117,104.0,20249.518734448866,Synthetic seed 12,Training-quantile threshold,12,50.88443800347464
5256,12,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 12,Idle,12,0.0
5256,12,4222574.563350366,0.0,4212883.623520936,7021472.7058682265,235.8,30901.37466068007,Synthetic seed 12,Perfect-foresight upper bound,12,100.0
5256,13,2942760.4426144967,400.0,2952588.0148586733,4920980.024764456,184.8,26173.479433242697,Synthetic seed 13,Hour-aware finite-horizon MDP,12,68.68857306667554
5256,13,2117563.017298209,500.0,2132304.375664474,3553840.6261074566,86.7,20339.408152572287,Synthetic seed 13,Price-only finite-horizon MDP,12,49.6056151996647
5256,13,2794307.562122492,400.0,2804135.1343666688,4673558.557277781,173.6,26337.44698184426,Synthetic seed 13,Seasonal 24-hour MPC,12,65.23498710164493
5256,13,2349316.560585607,400.0,2359144.1328297835,3931906.888049639,109.0,20117.17726429086,Synthetic seed 13,Training-quantile threshold,12,54.88278192799408
5256,13,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 13,Idle,12,0.0
5256,13,4288686.551775572,400.0,4298514.1240197485,7164190.20669958,235.4,30584.262347503565,Synthetic seed 13,Perfect-foresight upper bound,12,100.0
5256,14,2965136.4320933362,0.0,2955405.1135473354,4925675.189245559,194.2,24174.008165859617,Synthetic seed 14,Hour-aware finite-horizon MDP,12,69.95443108859868
5256,14,2069740.2728741937,0.0,2060008.9543281926,3433348.257213654,87.8,18357.17817374319,Synthetic seed 14,Price-only finite-horizon MDP,12,48.760406408202456
5256,14,2678343.790631662,0.0,2668612.4720856613,4447687.453476102,178.2,24722.255880739074,Synthetic seed 14,Seasonal 24-hour MPC,12,63.166050036578646
5256,14,2126270.6715319413,0.0,2116539.3529859404,3527565.5883099004,103.8,19236.373048769543,Synthetic seed 14,Training-quantile threshold,12,50.09848079238318
5256,14,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 14,Idle,12,0.0
5256,14,4234488.875081992,0.0,4224757.556535991,7041262.594226651,234.8,30116.207465148065,Synthetic seed 14,Perfect-foresight upper bound,12,100.0
5256,15,3045618.4871388143,200.0,3045618.4871388143,5076030.811898024,185.2,26036.897897523828,Synthetic seed 15,Hour-aware finite-horizon MDP,12,67.74736668220508
5256,15,2177869.90511899,200.0,2177869.90511899,3629783.175198317,85.0,17831.275497423252,Synthetic seed 15,Price-only finite-horizon MDP,12,48.44498799547461
5256,15,2741581.5326916166,200.0,2741581.5326916166,4569302.554486028,171.6,26003.655870747752,Synthetic seed 15,Seasonal 24-hour MPC,12,60.98430587046645
5256,15,2248458.859527787,200.0,2248458.859527787,3747431.4325463125,107.4,19712.452913193556,Synthetic seed 15,Training-quantile threshold,12,50.015183277070385
5256,15,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 15,Idle,12,0.0
5256,15,4495552.574649067,200.0,4495552.574649067,7492587.624415112,239.0,28229.785038374364,Synthetic seed 15,Perfect-foresight upper bound,12,100.0
5256,16,2983551.5167016415,300.0,2988404.8297167476,4980674.716194579,183.3,29215.73409380461,Synthetic seed 16,Hour-aware finite-horizon MDP,12,66.92301359480766
5256,16,2267280.0337688536,300.0,2272133.34678396,3786888.9113065996,91.9,21451.957131294766,Synthetic seed 16,Price-only finite-horizon MDP,12,50.88266801872737
5256,16,2869030.864686492,200.0,2869030.864686492,4781718.1078108195,172.4,27465.79206073121,Synthetic seed 16,Seasonal 24-hour MPC,12,64.24972602508335
5256,16,2255118.654250806,300.0,2259971.9672659123,3766619.9454431874,104.5,20655.639484752435,Synthetic seed 16,Training-quantile threshold,12,50.610323335462
5256,16,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 16,Idle,12,0.0
5256,16,4460583.416732833,300.0,4465436.729747939,7442394.549579898,237.7,28276.375954174437,Synthetic seed 16,Perfect-foresight upper bound,12,100.0
5256,17,2911778.0890575117,100.0,2906930.073855743,4844883.456426238,180.5,24697.169414081145,Synthetic seed 17,Hour-aware finite-horizon MDP,12,65.19511109671433
5256,17,2285783.4505311362,200.0,2285783.4505311362,3809639.0842185603,90.6,18916.480109947734,Synthetic seed 17,Price-only finite-horizon MDP,12,51.26435869258674
5256,17,2802507.9822133267,100.0,2797659.967011558,4662766.61168593,167.5,25587.594315347727,Synthetic seed 17,Seasonal 24-hour MPC,12,62.744458148668905
5256,17,2271913.1381226713,100.0,2267065.1229209024,3778441.8715348374,102.7,20195.53987265809,Synthetic seed 17,Training-quantile threshold,12,50.84455380664559
5256,17,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 17,Idle,12,0.0
5256,17,4463664.059772087,100.0,4458816.044570318,7431360.074283864,234.5,36080.01249996433,Synthetic seed 17,Perfect-foresight upper bound,12,100.0
5256,18,2920615.470037584,0.0,2910853.4387168423,4851422.397861403,187.0,27662.430862304755,Synthetic seed 18,Hour-aware finite-horizon MDP,12,70.71624055226899
5256,18,2071216.5931115465,0.0,2061454.5617908044,3435757.602984674,83.2,18802.337502978742,Synthetic seed 18,Price-only finite-horizon MDP,12,50.08095383305609
5256,18,2768680.882326266,0.0,2758918.851005524,4598198.085009206,176.8,27418.99770163698,Synthetic seed 18,Seasonal 24-hour MPC,12,67.02514339502439
5256,18,2201720.3248430733,0.0,2191958.2935223314,3653263.822537219,99.2,19762.78399451333,Synthetic seed 18,Training-quantile threshold,12,53.25141001726152
5256,18,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 18,Idle,12,0.0
5256,18,4126006.63932606,0.0,4116244.6080053183,6860407.680008864,229.2,41068.0647844139,Synthetic seed 18,Perfect-foresight upper bound,12,100.0
5256,19,2977401.427945731,0.0,2967494.3788400027,4945823.964733338,183.0,27073.411257160362,Synthetic seed 19,Hour-aware finite-horizon MDP,12,69.06447865036559
5256,19,2110537.939172669,0.0,2100630.8900669403,3501051.4834449003,74.0,19485.30469125393,Synthetic seed 19,Price-only finite-horizon MDP,12,48.889385703247136
5256,19,2803137.184420921,0.0,2793230.1353151924,4655383.5588586535,170.8,27973.48688958818,Synthetic seed 19,Seasonal 24-hour MPC,12,65.00871052077404
5256,19,2234406.719453518,0.0,2224499.6703477893,3707499.450579649,101.8,21007.4771979223,Synthetic seed 19,Training-quantile threshold,12,51.772266557935616
5256,19,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 19,Idle,12,0.0
5256,19,4306608.387955688,0.0,4296701.338849959,7161168.898083264,237.0,27073.411257160362,Synthetic seed 19,Perfect-foresight upper bound,12,100.0
5256,20,3370347.179078195,0.0,3360589.578962737,5600982.631604562,180.8,26870.627349027433,Synthetic seed 20,Hour-aware finite-horizon MDP,12,69.25564944865496
5256,20,2567903.147756219,100.0,2563024.34769849,4271707.24616415,93.1,17797.89876779262,Synthetic seed 20,Price-only finite-horizon MDP,12,52.81927815992384
5256,20,3190145.9415614586,0.0,3180388.341446001,5300647.235743335,171.8,26235.79009526316,Synthetic seed 20,Seasonal 24-hour MPC,12,65.54202913220891
5256,20,2760205.923806643,200.0,2760205.923806643,4600343.206344405,108.8,20277.46460622782,Synthetic seed 20,Training-quantile threshold,12,56.882832423784436
5256,20,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 20,Idle,12,0.0
5256,20,4862198.672744811,0.0,4852441.072629353,8087401.787715588,236.2,38911.20909016207,Synthetic seed 20,Perfect-foresight upper bound,12,100.0
5256,21,3168818.775612279,0.0,3159123.002623865,5265205.004373108,184.0,25272.062515510246,Synthetic seed 21,Hour-aware finite-horizon MDP,12,66.06180039601432
5256,21,2373358.1932295114,100.0,2368510.3067353046,3947517.1778921746,93.5,19185.24739324019,Synthetic seed 21,Price-only finite-horizon MDP,12,49.52895312702071
5256,21,2947202.675809398,0.0,2937506.902820984,4895844.8380349735,171.4,25531.692161804996,Synthetic seed 21,Seasonal 24-hour MPC,12,61.42748937439177
5256,21,2356330.326465076,0.0,2346634.553476662,3911057.58912777,110.4,19921.412336842623,Synthetic seed 21,Training-quantile threshold,12,49.07149969957119
5256,21,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 21,Idle,12,0.0
5256,21,4791767.989740265,0.0,4782072.216751851,7970120.361253086,239.0,32080.160340992734,Synthetic seed 21,Perfect-foresight upper bound,12,100.0
5256,22,3151370.2767488263,400.0,3161057.7928186324,5268429.654697721,190.8,23918.362975573167,Synthetic seed 22,Hour-aware finite-horizon MDP,12,73.99685587724137
5256,22,2123557.033207739,500.0,2138088.307312448,3563480.5121874134,92.5,19197.724081344437,Synthetic seed 22,Price-only finite-horizon MDP,12,50.0502751605629
5256,22,2910557.9874427686,400.0,2920245.503512575,4867075.839187625,181.2,25382.33715762943,Synthetic seed 22,Seasonal 24-hour MPC,12,68.3597073550817
5256,22,2373336.87995244,400.0,2383024.396022246,3971707.3267037435,114.4,20444.638178050634,Synthetic seed 22,Training-quantile threshold,12,55.78395725159262
5256,22,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 22,Idle,12,0.0
5256,22,4262193.708265908,400.0,4271881.224335714,7119802.040559524,234.4,47410.54642160004,Synthetic seed 22,Perfect-foresight upper bound,12,100.0
5256,23,2991166.906175774,0.0,2981417.7310228553,4969029.551704759,192.6,25557.039381404174,Synthetic seed 23,Hour-aware finite-horizon MDP,12,71.12820560161947
5256,23,2121233.7054695645,0.0,2111484.5303166457,3519140.8838610766,85.0,19966.20940401568,Synthetic seed 23,Price-only finite-horizon MDP,12,50.374056689290555
5256,23,2814208.1049125083,0.0,2804458.9297595895,4674098.216265983,175.6,27930.384980167262,Synthetic seed 23,Seasonal 24-hour MPC,12,66.90646845009611
5256,23,2261781.4656378548,0.0,2252032.290484936,3753387.150808227,102.4,20256.36670524848,Synthetic seed 23,Training-quantile threshold,12,53.72712924872272
5256,23,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 23,Idle,12,0.0
5256,23,4201360.232686715,0.0,4191611.0575337964,6986018.429222994,231.6,29704.364940732252,Synthetic seed 23,Perfect-foresight upper bound,12,100.0
5256,24,2914348.657139644,100.0,2909517.3897074503,4849195.649512418,180.9,25519.482037594076,Synthetic seed 24,Hour-aware finite-horizon MDP,12,67.54189010753585
5256,24,2018795.6176175047,300.0,2023626.8850496986,3372711.4750828305,80.1,18646.256323687267,Synthetic seed 24,Price-only finite-horizon MDP,12,46.97672032213729
5256,24,2645136.5708488086,100.0,2640305.303416615,4400508.839027692,165.1,27956.030366593506,Synthetic seed 24,Seasonal 24-hour MPC,12,61.29236803483761
5256,24,2174289.5940534193,0.0,2164627.0591890314,3607711.765315052,97.0,20077.538589505246,Synthetic seed 24,Training-quantile threshold,12,50.24991549208257
5256,24,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 24,Idle,12,0.0
5256,24,4312554.052617957,100.0,4307722.785185763,7179537.975309604,232.7,42182.4116000497,Synthetic seed 24,Perfect-foresight upper bound,12,100.0
5256,25,3295244.7058989583,0.0,3285499.0143550006,5475831.690591668,187.2,26691.48125467426,Synthetic seed 25,Hour-aware finite-horizon MDP,12,71.9004930424504
5256,25,2306417.0331502734,0.0,2296671.3416063157,3827785.5693438593,83.6,18635.22142014664,Synthetic seed 25,Price-only finite-horizon MDP,12,50.26079785641887
5256,25,3049844.630886073,0.0,3040098.9393421155,5066831.565570192,173.4,26012.97444338957,Synthetic seed 25,Seasonal 24-hour MPC,12,66.53011054987046
5256,25,2320534.6568293404,0.0,2310788.9652853827,3851314.9421423045,96.2,20262.400542911375,Synthetic seed 25,Training-quantile threshold,12,50.56975065131476
5256,25,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 25,Idle,12,0.0
5256,25,4579254.015242415,0.0,4569508.323698456,7615847.206164095,234.8,30113.115168738645,Synthetic seed 25,Perfect-foresight upper bound,12,100.0
5256,26,2990631.4484656295,0.0,2980927.241806954,4968212.069678257,190.4,26402.040980788413,Synthetic seed 26,Hour-aware finite-horizon MDP,12,72.40866387730124
5256,26,2091589.703873084,0.0,2081885.4972144084,3469809.1620240137,88.8,18104.607100038847,Synthetic seed 26,Price-only finite-horizon MDP,12,50.57035444697668
5256,26,2832504.474014948,0.0,2822800.267356273,4704667.112260455,175.2,26402.040980788413,Synthetic seed 26,Seasonal 24-hour MPC,12,68.56765669592721
5256,26,2250926.317739567,0.0,2241222.1110808915,3735370.185134819,101.4,19579.860715875577,Synthetic seed 26,Training-quantile threshold,12,54.440744557475284
5256,26,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 26,Idle,12,0.0
5256,26,4126514.3812784273,0.0,4116810.174619752,6861350.291032921,235.0,33802.91951757144,Synthetic seed 26,Perfect-foresight upper bound,12,100.0
5256,27,2806829.269166923,100.0,2801895.8502044566,4669826.417007428,182.9,27853.1831595283,Synthetic seed 27,Hour-aware finite-horizon MDP,12,66.42884930727838
5256,27,1825461.8380465703,100.0,1820528.4190841035,3034214.031806839,78.7,20528.686453324597,Synthetic seed 27,Price-only finite-horizon MDP,12,43.162064001105136
5256,27,2515648.6081625894,0.0,2505781.770237656,4176302.950396093,162.4,26440.75475798128,Synthetic seed 27,Seasonal 24-hour MPC,12,59.40841791099982
5256,27,1971355.5248740674,0.0,1961488.6869491339,3269147.8115818896,96.2,20485.51042882935,Synthetic seed 27,Training-quantile threshold,12,46.50402562028396
5256,27,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 27,Idle,12,0.0
5256,27,4227756.925473781,0.0,4217890.087548848,7029816.812581413,231.6,45146.025931839366,Synthetic seed 27,Perfect-foresight upper bound,12,100.0
5256,28,2749918.490842291,0.0,2740226.949595825,4567044.915993041,184.8,26973.94633926777,Synthetic seed 28,Hour-aware finite-horizon MDP,12,65.18046826148911
5256,28,1980122.8183502092,200.0,1980122.8183502092,3300204.697250349,92.4,19754.397799205035,Synthetic seed 28,Price-only finite-horizon MDP,12,47.10023472120181
5256,28,2522798.210795971,0.0,2513106.6695495048,4188511.1159158414,169.8,26715.232484112028,Synthetic seed 28,Seasonal 24-hour MPC,12,59.77806675336468
5256,28,2079273.142621241,200.0,2079273.142621241,3465455.2377020684,107.8,19756.292530475883,Synthetic seed 28,Training-quantile threshold,12,49.458676077753516
5256,28,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 28,Idle,12,0.0
5256,28,4213753.00733269,0.0,4204061.466086224,7006769.110143706,230.2,35833.20532182045,Synthetic seed 28,Perfect-foresight upper bound,12,100.0
5256,29,2828956.9834634173,0.0,2819195.3228425053,4698658.871404176,181.6,26482.767678887583,Synthetic seed 29,Hour-aware finite-horizon MDP,12,66.40274969084116
5256,29,1977451.630038142,0.0,1967689.96941723,3279483.2823620504,82.0,18869.25735479477,Synthetic seed 29,Price-only finite-horizon MDP,12,46.34656685534326
5256,29,2632301.922809434,0.0,2622540.262188522,4370900.436980871,169.0,25846.957397594582,Synthetic seed 29,Seasonal 24-hour MPC,12,61.77077663731139
5256,29,2045833.3787684208,0.0,2036071.7181475088,3393452.863579181,97.2,19881.254260496702,Synthetic seed 29,Training-quantile threshold,12,47.95721657073099
5256,29,0.0,200.0,0.0,0.0,0.0,0.0,Synthetic seed 29,Idle,12,0.0
5256,29,4255361.934657987,0.0,4245600.274037075,7076000.456728459,235.0,30366.277507742867,Synthetic seed 29,Perfect-foresight upper bound,12,100.0
